report_text,sif_binary,label_source,category,risk_level,sif_label,facility,department,label,python predict_v3.py
Incident observation 1139: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 164: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Incident observation 99: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Gasoline transferred without proper bonding and grounding. Static electricity caused ignition. Flash fire burned worker's arms and face. Worker not wearing flame-resistant clothing. No fire extinguisher nearby.,1,,Unsafe Act,High,SIF,Fueling Area,Operations,1.0,
Incident observation 459: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Truck bed falling - worker crushed. Hydraulic system failed. No prop used. Worker underneath changing tires. Support system malfunctioning. Worker's chest crushed. CPR attempted - worker died. Preventable.,1,original_trusted,,,,,,,
Electrical panel arc flash - blind for several days. Worker opening live panel. Arc blast occurred. Worker not wearing arc suit. PPE not provided. Panel marked high energy. Safety goggles not enough. Vision recovered partially.,1,,Unsafe Act,High,SIF,Electrical Distribution,Electrical Maintenance,1.0,
Incident observation 1154: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 1109: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,original_trusted,,,,,,,
"While during material movement, a worker drove a forklift carrying an oversized load. The unsafe act was that the load capacity and travel route were not checked. This led to mobile-equipment overturn; outcome was serious crush injuries. The supervisor was not informed before the task started.",1,,Unsafe Act,High,SIF,Tank Farm,Operations,1.0,
Overhead power line struck by crane boom. Worker died instantly. Crane operator not spotter. No tagline used. Boom passed within 5 feet of line. Minimum safe distance was 20 feet. Violation of utility safety protocol.,1,,Unsafe Act,High,SIF,Construction Site,Projects Electrical,1.0,
Incident observation 629: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1274: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 509: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,original_trusted,,,,,,,
"While during material movement, a worker worked below overhead lifting activity. The unsafe act was that the barricaded area was entered without authorization. This led to falling-object impact; outcome was a serious head injury. The supervisor was not informed before the task started.",1,,Unsafe Act,High,SIF,Tank Farm,Operations,1.0,
Insulation lagging fell from overhead pipe. Worker below - not wearing hard hat. Piece struck worker's head. Concussion and neck injury. Hard hat available in vehicle not worn. Lagging corroded and fell due to vibration.,1,original_trusted,,,,,,,
"A worker worked on a live steam line during planned shutdown work, despite the fact that the line was not isolated and depressurized. The exposure involved steam release, resulting in deep thermal burns. A safer method was available nearby.",1,,Unsafe Act,High,SIF,Electrical Substation,Electrical Maintenance,1.0,
Incident observation 749: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,original_trusted,,,,,,,
Forklift load too heavy - tipped over. Driver crushed against steering column. Internal injuries. Load weight unknown - exceeded capacity. Forklift capacity 2 tons - load 2.5 tons. Operator not checking. Died in hospital.,1,,Unsafe Act,High,SIF,Material Handling Area,Logistics,1.0,
Acid spray from pinhole leak - worker's face burned. Worker in acid service. Pinhole developed. Worker not wearing face shield. PPE not adequate. Acid concentration high. Burns require grafting. Permanent scarring.,1,original_trusted,,,,,,,
Incident observation 674: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,original_trusted,,,,,,,
Forklift forks raised while driving. Load obscured view. Struck overhead pipe causing rupture. High-pressure fluid sprayed. Operator and two workers injured. Forks should have been lowered for transport.,1,original_trusted,,,,,,,
Incident observation 624: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
