report_id,site,activity,description_raw,binary_sif,sif_probability,priority
OIL-UC-3023,Digboi Refinery,Emergency-readiness drill prep,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 159 months, tank continuing to receive scheduled fills. (noted by the on-duty area in-charge)",1,0.79,High
OIL-UC-3024,Digboi Refinery,Scheduled maintenance walkdown,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 63 occasions.",1,0.59,Medium
OIL-UC-3025,Digboi Refinery,Pre-operation verification,"Ventilation at Battery Room found non-functional for 10 hours, hydrogen off-gas levels not independently verified during that period. (flagged during the night-shift audit)",1,0.71,High
OIL-UC-3026,Duliajan Oilfield,Scheduled maintenance walkdown,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 14 days ago and not yet reinstated. (flagged during the day-shift handover),1,0.74,High
OIL-UC-3027,Guwahati Pipeline Station,Scheduled maintenance walkdown,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 114 metres of the live line, no OIL representative present to verify line-locate markings. (identified by a contractor supervisor's walkdown)",1,0.7,High
OIL-UC-3028,Digboi Refinery,Scheduled maintenance walkdown,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 16 days for unrelated maintenance, pumps remaining in active service. (raised during a joint HSE-operations inspection)",1,0.69,High
OIL-UC-3029,Jorhat Operations,Emergency-readiness drill prep,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 61 days, vehicle still used for yard repositioning. (noted by the on-duty area in-charge)",1,0.78,High
OIL-UC-3030,Guwahati Pipeline Station,Audit/compliance walkthrough,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 83 hours, dispensing continuing on manual override.",1,0.71,High
OIL-UC-3031,Guwahati Pipeline Station,Scheduled maintenance walkdown,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 84 metres of run. (flagged during the night-shift audit),1,0.65,High
OIL-UC-3032,Guwahati Pipeline Station,Audit/compliance walkthrough,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 171 hours, crew working directly above the buried cable route. (flagged during the day-shift handover)",1,0.63,High
OIL-UC-3033,Guwahati Pipeline Station,Routine inspection round,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 72%, test proceeding as scheduled. (identified by a contractor supervisor's walkdown)",1,0.7,High
OIL-UC-3034,Digboi Refinery,Contractor oversight visit,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 46 minutes before being noticed. (raised during a joint HSE-operations inspection)",1,0.73,High
OIL-UC-3035,Offshore Rig-04,Routine inspection round,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 128 lifts. (noted by the on-duty area in-charge)",1,0.79,High
OIL-UC-3036,Offshore Rig-04,Pre-operation verification,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 173 hours during active deck operations.",1,0.75,High
OIL-UC-3037,Offshore Rig-04,Pre-operation verification,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 180 hours, maintenance work continuing aboard. (flagged during the night-shift audit)",1,0.67,High
OIL-UC-3038,Guwahati Pipeline Station,Scheduled maintenance walkdown,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 98 times per shift. (flagged during the day-shift handover)",1,0.75,High
OIL-UC-3039,Guwahati Pipeline Station,Emergency-readiness drill prep,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 63 metres of the line. (identified by a contractor supervisor's walkdown)",1,0.63,High
OIL-UC-3040,Moran Oilfield,Emergency-readiness drill prep,"Telescopic mast assembly at Telescopic Mast Assembly found with 38 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted. (raised during a joint HSE-operations inspection)",1,0.68,High
OIL-UC-3041,Offshore Rig-04,Pre-operation verification,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 145 shifts since. (noted by the on-duty area in-charge)",1,0.79,High
OIL-UC-3042,Digboi Refinery,Scheduled maintenance walkdown,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 137 days ago, not yet re-enabled.",1,0.67,High
OIL-UC-3043,Digboi Refinery,Shift changeover check,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 54 months, tank continuing to receive scheduled fills. (flagged during the night-shift audit)",1,0.72,High
OIL-UC-3044,Digboi Refinery,Routine inspection round,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 96 occasions. (flagged during the day-shift handover)",1,0.7,High
OIL-UC-3045,Digboi Refinery,Shift changeover check,"Ventilation at Battery Room found non-functional for 15 hours, hydrogen off-gas levels not independently verified during that period. (identified by a contractor supervisor's walkdown)",1,0.66,High
OIL-UC-3046,Duliajan Oilfield,Routine inspection round,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 156 days ago and not yet reinstated. (raised during a joint HSE-operations inspection),1,0.77,High
OIL-UC-3047,Guwahati Pipeline Station,Contractor oversight visit,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 152 metres of the live line, no OIL representative present to verify line-locate markings. (noted by the on-duty area in-charge)",1,0.73,High
OIL-UC-3048,Digboi Refinery,Scheduled maintenance walkdown,"Slop-oil pump house near Effluent Treatment Plant found with its fixed fire-suppression system isolated for 124 days for unrelated maintenance, pumps remaining in active service.",1,0.77,High
OIL-UC-3049,Jorhat Operations,Routine inspection round,"Fire tender at Fire Station found with its reverse-alarm and rear camera both non-functional for 79 days, vehicle still used for yard repositioning. (flagged during the night-shift audit)",1,0.63,High
OIL-UC-3050,Guwahati Pipeline Station,Contractor oversight visit,"LCNG/LNG Dispensing Station found with a cryogenic leak-detection sensor reading a persistent fault code for 32 hours, dispensing continuing on manual override. (flagged during the day-shift handover)",1,0.8,Critical
OIL-UC-3051,Guwahati Pipeline Station,Contractor oversight visit,220kV Cable Trench (RCC) found with fire-stop sealing missing at a joint bay for an estimated 64 metres of run. (identified by a contractor supervisor's walkdown),1,0.71,High
OIL-UC-3052,Guwahati Pipeline Station,Scheduled maintenance walkdown,"Cable-repair excavation along Pipeline ROW River Crossing found proceeding without a confirmed permit-to-work for 103 hours, crew working directly above the buried cable route. (raised during a joint HSE-operations inspection)",1,0.7,High
OIL-UC-3053,Guwahati Pipeline Station,Pre-operation verification,"Hydrostatic test rig connected at Metering Skid found with its pressure-relief device rated below the intended test pressure by roughly 74%, test proceeding as scheduled. (noted by the on-duty area in-charge)",1,0.68,High
OIL-UC-3054,Digboi Refinery,Shift changeover check,"SRV (safety relief valve) calibration bench near Boiler House found with the isolation procedure incomplete, valve under test connected to a live line for 93 minutes before being noticed.",1,0.64,High
OIL-UC-3055,Offshore Rig-04,Pre-operation verification,"Hook-loaded crane at Main Deck Crane found operating with its load-moment indicator giving inconsistent readings, lift proceeding without a re-calibration check for 129 lifts. (flagged during the night-shift audit)",1,0.6,High
OIL-UC-3056,Offshore Rig-04,Emergency-readiness drill prep,"Roustabout hatch/cover at Drill Floor found with a damaged locking mechanism, hatch left in a partially secured state for 122 hours during active deck operations. (flagged during the day-shift handover)",1,0.76,High
OIL-UC-3057,Offshore Rig-04,Shift changeover check,"SPM Mooring Buoy Support Vessel found with its fixed fire-detection system in fault mode for 96 hours, maintenance work continuing aboard. (identified by a contractor supervisor's walkdown)",1,0.67,High
OIL-UC-3058,Guwahati Pipeline Station,Contractor oversight visit,"TTPA (Tank Truck Parking Area) found without a designated pedestrian walkway, drivers and ground staff crossing active vehicle movement lanes an estimated 58 times per shift. (raised during a joint HSE-operations inspection)",1,0.61,High
OIL-UC-3059,Guwahati Pipeline Station,Audit/compliance walkthrough,"LPG pipeline route at Pipeline ROW River Crossing found being crossed by an unrelated soil-investigation drilling crew without a verified line-locate confirmation, drilling within an estimated 143 metres of the line. (noted by the on-duty area in-charge)",1,0.71,High
OIL-UC-3060,Moran Oilfield,Scheduled maintenance walkdown,"Telescopic mast assembly at Telescopic Mast Assembly found with 77 structural pins showing visible wear beyond tolerance during a pre-raise inspection, raise sequence not yet halted.",1,0.62,High
OIL-UC-3061,Offshore Rig-04,Audit/compliance walkthrough,"Catwalk / V-door mechanism at Catwalk / V-Door found with the pipe-handling interlock bypassed to work around a fault, drill pipe transfer continuing for 99 shifts since. (flagged during the night-shift audit)",1,0.76,High
OIL-UC-3062,Digboi Refinery,Contractor oversight visit,"Reboiler furnace burner management system at Reboiler Furnace Bay found with the flame-failure trip disabled after a nuisance-trip incident 142 days ago, not yet re-enabled. (flagged during the day-shift handover)",1,0.79,High
OIL-UC-3063,Digboi Refinery,Emergency-readiness drill prep,"Ethanol Storage Tanks found with its overfill high-high level switch untested for 67 months, tank continuing to receive scheduled fills. (identified by a contractor supervisor's walkdown)",1,0.76,High
OIL-UC-3064,Digboi Refinery,Contractor oversight visit,"Chain conveyor soap-tray station at LPG Bottling Plant found with the guard interlock defeated to allow soap-solution top-up during operation, observed on 166 occasions. (raised during a joint HSE-operations inspection)",1,0.69,High
OIL-UC-3065,Digboi Refinery,Scheduled maintenance walkdown,"Ventilation at Battery Room found non-functional for 92 hours, hydrogen off-gas levels not independently verified during that period. (noted by the on-duty area in-charge)",1,0.61,High
OIL-UC-3066,Duliajan Oilfield,Scheduled maintenance walkdown,Work-platform edge protection at Wellhead Cluster 3 found removed for a maintenance activity 127 days ago and not yet reinstated.,1,0.78,High
OIL-UC-3067,Guwahati Pipeline Station,Routine inspection round,"Pipeline right-of-way at Pipeline ROW River Crossing found with third-party excavation proceeding within 166 metres of the live line, no OIL representative present to verify line-locate markings. (flagged during the night-shift audit)",1,0.7,High
