report_id,report_type,report_date,site,unit,activity,description_clean,sif_label,binary_sif,sif_probability,life_saving_rules,hazard_energy,barrier_failure,credible_consequence,recommended_action,evidence_text,status
OIL-UC-2142,unsafe conditions,08-06-2025,Offshore Rig-04,Drill Floor,Contractor oversight visit,"Nozzle/valve seal at Drill Floor found with a slow drip, small stain accumulating over approximately 6 hours.",Medium,1,0.39,Process Safety,Chemical/Process,Degraded - seal barrier leaking,Accumulated product creates slip and minor fire-fuel-source risk,"Replace seal, clean stained area",Nozzle/valve seal at Drill Floor found with a slow drip,Open
OIL-UC-2143,unsafe conditions,26-04-2026,Guwahati Pipeline Station,Metering Skid,Scheduled maintenance walkdown,"Low-pressure alarm setpoint at Metering Skid found miscalibrated by roughly 3%, triggering well below the level needed for fail-safe response.",Medium,1,0.42,Process Safety,Mechanical/Pressure,Degraded - alarm setpoint error undermines fail-safe design margin,Fail-safe equipment may not activate reliably during a supply loss,"Recalibrate setpoint to design value, verify against fail-safe requirements",Low-pressure alarm setpoint at Metering Skid found miscalibr,Open
OIL-UC-2144,unsafe conditions,07-08-2026,Duliajan Oilfield,Water Treatment Plant,Scheduled maintenance walkdown,Confined-space warning signage at Water Treatment Plant found faded and difficult to read from beyond 4 metres.,Medium,1,0.29,Confined Space,Chemical/Process,Degraded - hazard communication barrier weakened,Personnel may enter a hazardous space without adequate warning,"Replace signage immediately, verify entries are additionally covered by permit",Confined-space warning signage at Water Treatment Plant foun,Resolved
OIL-UC-2145,unsafe conditions,04-07-2024,Digboi Refinery,Boiler House,Pre-operation verification,"Leak-indication tape near a flange at Boiler House found discolored, consistent with a past minor release roughly 25 weeks ago; no work order raised.",Medium,1,0.44,Process Safety,Chemical/Process,Degraded - leak indication observed but not acted upon,Recurrence of a leak near an ignition-prone area,"Raise a work order immediately, inspect flange, monitor with a gas detector",Leak-indication tape near a flange at Boiler House found dis,Open
OIL-UC-2146,unsafe conditions,15-06-2025,Jorhat Operations,Training Center,Contractor oversight visit,SCADA/monitoring software at Training Center flagged as running an unpatched version for approximately 11 months.,Medium,1,0.36,Process Safety,Chemical/Process,Degraded - software-based detection barrier unmaintained,Delayed or missed detection alerts,Prioritize software update and patch cycle,SCADA/monitoring software at Training Center flagged as runn,Open
OIL-UC-2147,unsafe conditions,19-10-2024,Moran Oilfield,Cementing Unit,Emergency-readiness drill prep,"Standing/unacknowledged alarms accumulated in the control interface for Cementing Unit, approximately 30 outstanding at time of check.",Medium,1,0.29,Process Safety,Chemical/Process,Degraded - alarm-response barrier weakened by alarm flooding,A critical alarm could be missed among the backlog during an upset,"Clear and triage the standing alarm backlog, review alarm rationalization",Standing/unacknowledged alarms accumulated in the control in,Open
OIL-UC-2148,unsafe conditions,13-03-2025,Offshore Rig-04,SPM Mooring Buoy Support Vessel,Pre-operation verification,"Handrail section near SPM Mooring Buoy Support Vessel found corroded through in one section, load-bearing capacity untested for 25 months.",Medium,1,0.33,Line of Fire,Gravity,Degraded - fall-protection barrier weakened,Worker could fall from an elevated or edge area,Cordon the area and replace the corroded section,Handrail section near SPM Mooring Buoy Support Vessel found,Resolved
OIL-UC-2149,unsafe conditions,25-10-2025,Guwahati Pipeline Station,SCADA Control Room,Routine inspection round,Vehicle-lift/lifting aid at SCADA Control Room found operating 9 months past its load-test certification date with no re-test scheduled.,Medium,1,0.41,Line of Fire,Gravity,Degraded - lifting equipment certification lapsed,"Equipment failure while a load is raised, causing crush injury",Withdraw from service until re-tested and certified,Vehicle-lift/lifting aid at SCADA Control Room found operati,Open
OIL-UC-2150,unsafe conditions,22-02-2025,Duliajan Oilfield,Perforating Gun Store,Routine inspection round,Cathodic-protection or corrosion-monitoring reading at Perforating Gun Store found reading zero output for over 37 days; no compensating inspection logged.,Medium,1,0.32,Process Safety,Chemical/Process,Absent - corrosion-prevention barrier non-functional with no compensating inspection,Accelerated external corrosion leading to eventual wall loss and leak,"Repair immediately, run an interim manual survey, escalate to integrity team",Cathodic-protection or corrosion-monitoring reading at Perfo,Open
OIL-UC-2151,unsafe conditions,16-10-2025,Digboi Refinery,Effluent Treatment Plant,Audit/compliance walkthrough,"Ventilation fan at Effluent Treatment Plant found seized, area temperature elevated by approximately 15 degrees during operation.",Medium,1,0.33,Process Safety,Thermal,Degraded - ventilation control not functioning,Heat stress to personnel and potential vapor accumulation,"Repair fan, implement interim heat-stress monitoring",Ventilation fan at Effluent Treatment Plant found seized,Open
OIL-UC-2152,unsafe conditions,06-09-2025,Jorhat Operations,Fire Station,Scheduled maintenance walkdown,"Journey/route risk advisory for the route past Fire Station found not updated for the current season, last revised 9 months ago.",Medium,1,0.42,Safe Driving,Gravity/Motor Vehicle,Absent - no current route-risk communication control,"Vehicle caught in a seasonal hazard (flooding, landslide, etc.)",Issue an updated seasonal route-risk advisory before further transit,Journey/route risk advisory for the route past Fire Station,Resolved
OIL-UC-2153,unsafe conditions,24-04-2025,Moran Oilfield,Mud Logging Cabin,Routine inspection round,"Fire extinguisher near Mud Logging Cabin found with an inspection tag 30 months overdue, unit otherwise appearing intact.",Medium,1,0.42,Emergency Response,Thermal,Degraded - fire-response readiness unverified,Extinguisher may not function reliably during an incipient fire,"Inspect and recertify immediately, replace if faulty",Fire extinguisher near Mud Logging Cabin found with an inspe,Open
OIL-UC-2154,unsafe conditions,04-04-2025,Offshore Rig-04,Mud Pump Room,Audit/compliance walkthrough,"Access-road culvert crossing near Mud Pump Room found partially washed out after recent rain, heavy vehicles continuing to use the route for 6 days since.",Medium,1,0.37,Safe Driving,Gravity,Absent - safe route control not enforced after a ground-condition change,Vehicle rollover or collapse of crossing under load,"Close route to heavy vehicles until repaired, arrange an alternate route",Access-road culvert crossing near Mud Pump Room found partia,Open
OIL-UC-2155,unsafe conditions,16-01-2025,Guwahati Pipeline Station,Metering Skid,Emergency-readiness drill prep,"Chemical-injection skid at Metering Skid found with a leaking pump seal, product pooling on the skid deck for an estimated 13 hours before being noticed.",Medium,1,0.34,Process Safety,Chemical/Process,Degraded - containment barrier ineffective for leaking equipment,"Chemical exposure to personnel, slip hazard, environmental release","Repair seal, clean spill, verify containment tray drains",Chemical-injection skid at Metering Skid found with a leakin,Open
OIL-UC-2156,unsafe conditions,19-08-2026,Duliajan Oilfield,Workover Rig Site,Emergency-readiness drill prep,"Racking/shelving at Workover Rig Site found with a bent support member on an upper level, load unreduced for 14 days since discovery.",Medium,1,0.3,Line of Fire,Gravity,Degraded - structural storage integrity compromised,Racking collapse drops stored material onto personnel below,"Reduce load on affected bay, schedule structural inspection",Racking/shelving at Workover Rig Site found with a bent supp,Resolved
OIL-UC-2157,unsafe conditions,13-06-2025,Digboi Refinery,Effluent Treatment Plant,Shift changeover check,"Incompatible materials found stored together near Effluent Treatment Plant (oxidizing and flammable classes), separation short of code by roughly 3 cm.",Medium,1,0.37,Process Safety,Chemical/Process,Absent - incompatible-material segregation barrier not maintained,Fire/explosion risk from incompatible material proximity,"Separate materials immediately per storage code, retrain store staff",Incompatible materials found stored together near Effluent T,Open
OIL-UC-2158,unsafe conditions,28-08-2024,Jorhat Operations,Compressed Gas Store,Scheduled maintenance walkdown,"Wheel-chock use not enforced during a connected transfer operation at Compressed Gas Store, observed on 37 occasions this month.",Medium,1,0.38,Line of Fire,Mechanical Motion,Absent - vehicle-movement control not applied during connected operation,"Vehicle rolls during transfer, hose rupture and product release",Enforce wheel-chock use as a mandatory pre-connection step,Wheel-chock use not enforced during a connected transfer ope,Open
OIL-UC-2159,unsafe conditions,07-06-2026,Moran Oilfield,Drilling Rig Substructure,Pre-operation verification,"Emergency shutdown pull-station near Drilling Rig Substructure found with a damaged cover, response time estimated 21 seconds slower in a test.",Medium,1,0.45,Emergency Response,Process Safety,Degraded - manual emergency stop reliability reduced,Slower manual intervention during an escalating event,"Repair cover, re-test activation time, verify against target response time",Emergency shutdown pull-station near Drilling Rig Substructu,Open
OIL-UC-2160,unsafe conditions,10-01-2026,Offshore Rig-04,Life Boat Station,Pre-operation verification,"Alarm audibility at Life Boat Station found reduced, volume measured roughly 35% below the standard threshold against ambient plant noise.",Medium,1,0.41,Process Safety,Chemical/Process,Degraded - alarm audibility reduced in a noisy work environment,Delayed response to a release or upset condition,"Increase alarm volume/add visual beacon, verify audibility",Alarm audibility at Life Boat Station found reduced,Resolved
OIL-UC-2161,unsafe conditions,04-09-2025,Guwahati Pipeline Station,Mainline Block Valve Station,Shift changeover check,"Support beam near Mainline Block Valve Station found with visible surface rust at a load-bearing weld, corrosion depth estimated at 10 mm.",Medium,1,0.39,Process Safety,Mechanical/Gravity,Degraded - structural integrity of a load-bearing element unassessed after visible corrosion,Potential localized structural failure over time,"Request structural assessment of the weld, monitor until inspected",Support beam near Mainline Block Valve Station found with vi,Open
