python predict_v3.py
report_text,category,risk_level,sif_label,sif_binary,facility,department
"While completing an urgent task, a worker opened an electrical panel without verifying zero voltage and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During planned shutdown work, a worker stopped the machine, with proper LOTO and verified zero energy, and verified zero energy before work. and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Electrical Substation,Electrical Maintenance
"During a scheduled inspection, a worker remained outside the exclusion zone while a load was suspended overhead clear of the restricted area. and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During planned shutdown work, a worker entered a confined space with no permit or gas test and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During routine maintenance, a worker opened an electrical panel after confirming the panel was dead and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During planned shutdown work, a worker performed welding without permit or fire precautions and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During planned shutdown work, a worker stopped the machine, with proper LOTO and verified zero energy, and verified zero energy before work. and no fire occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker operated a forklift with seatbelt not worn and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During a night shift, a worker worked at height on an elevated platform without wearing a harness and fell, sustaining multiple fractures. This created SIF potential.",Unsafe Act,High,SIF,1,Tank Farm,Operations
"During normal production, a worker operated a forklift with the seatbelt fastened and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During normal production, a worker entered a confined space without testing the atmosphere causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During a scheduled inspection, a worker entered a confined space after confirming safe oxygen levels and no electrical incident occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Tank Farm,Operations
"During a night shift, a worker stopped the machine, lockout-tagout was applied, and verified zero energy before work. and no fall occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During a scheduled inspection, a worker performed welding with no hot-work controls and collapsed from oxygen deficiency. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker stopped the machine, with proper LOTO and verified zero energy, and verified zero energy before work. and no contact with moving parts occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During normal production, a worker worked at height on an elevated platform with an unconnected lanyard resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During a scheduled inspection, a worker opened an electrical panel with verified zero energy state and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"While completing an urgent task, a worker reached into a moving machine without energy isolation and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During a scheduled inspection, a worker inspected rotating equipment with all guards in place and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"While completing an urgent task, a worker inspected rotating equipment without the protective guard causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Construction Zone,Projects
"During a night shift, a worker operated a forklift with seatbelt properly worn and no overturn or collision occurred. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"While completing an urgent task, a worker operated a forklift with seatbelt properly worn and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Maintenance Workshop,Mechanical
"During a night shift, a worker opened an electrical panel after isolation and voltage verification and entry proceeded without injury. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During routine maintenance, a worker opened an electrical panel with proper electrical isolation and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During a scheduled inspection, a worker operated a forklift without seatbelt fastened and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Maintenance Workshop,Mechanical
"During routine maintenance, a worker performed welding without permit or fire precautions and the sleeve was caught, causing a severe arm injury. This created SIF potential.",Unsafe Act,High,SIF,1,Process Unit,Operations
"During planned shutdown work, a worker entered a confined space with no gas monitoring and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During normal production, a worker worked at height on an elevated platform with a full-body harness and anchored lanyard and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Construction Zone,Projects
"During a night shift, a worker remained outside the exclusion zone while a load was suspended overhead at a safe distance from the load. and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Process Unit,Operations
"During a night shift, a worker stopped the machine, after isolating and locking out energy, and verified zero energy before work. and the task was completed without incident. This was a safe work practice.",Safe Act,Low,Non-SIF,0,Warehouse,Logistics
"During normal production, a worker stood directly below a suspended load inside the exclusion zone resulting in an arc flash and severe burns. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
"During normal production, a worker entered a confined space without atmosphere verification causing a flash fire and serious burns. This created SIF potential.",Unsafe Act,High,SIF,1,Electrical Substation,Electrical Maintenance
"During a night shift, a worker inspected rotating equipment with the guard removed and the load struck the worker, causing a crushed leg. This created SIF potential.",Unsafe Act,High,SIF,1,Warehouse,Logistics
