report_id,site,activity,description_raw,sif_probability,binary_sif,priority
NM_0082,Truck loading bay,Forklift pallet handling,"Before/during Forklift pallet handling at Truck loading bay, Electrical supply and process pressure isolation were not independently verified. Corrective action was taken on the spot. No work stoppage was required as the risk was minimal.",0.015965894,0,Low
NM_0597,Compressor station,Pressure vessel testing,"Before/during Pressure vessel testing at Compressor station, Isolation not verified. Critical control failure was corrected before resuming work. The situation had credible potential for serious injury and was escalated immediately.",0.97231007,1,Critical
NM_0606,Pump station,Pipeline inspection,"Shift crew reported that during Pipeline inspection in Pump station, Drain cover was open and combustible vapour testing was not documented. Multiple workers were at risk of serious injury or fatality. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.9652187,1,Critical
NM_0658,Pump station,Forklift pallet handling,Inspection revealed Lift plan missing during Forklift pallet handling at Pump station. All personnel were evacuated. The situation had imminent potential for fatality and was escalated immediately.,0.02622118,0,Low
NM_0053,Refinery unit,Chemical sampling,"Inspection revealed Supervision absent during Chemical sampling at Refinery unit. No work stoppage was required. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.019582037,0,Low
NM_0240,Compressor station,Pipe-rack inspection,A Line was not depressurised and workers were positioned in the potential release path was identified during Pipe-rack inspection at Compressor station. The job proceeded only after corrective measures. The supervisor reviewed the situation and approved continuation after correction.,0.0053315274,0,Low
NM_0072,Pump station,Scaffolding work,Inspection revealed PPE not used during Scaffolding work at Pump station. The team corrected it without delay. The issue was minor and was rectified before it affected the task.,0.013019313,0,Low
NM_0618,Compressor station,Night driving to remote site,"During routine checks at Compressor station, Lift plan missing was observed during Night driving to remote site. Multiple workers were at risk of serious injury or fatality. The situation had imminent potential for fatality and was escalated immediately.",0.5501082,1,Medium
NM_0185,Drilling rig,Drilling operations,"During routine checks at Drilling rig, Tool inspection missing was observed during Drilling operations. Work was paused briefly and the issue was resolved. The observation was logged and addressed during the same shift.",0.0016742185,0,Low
NM_0117,Pipeline ROW,Well intervention,"Shift crew reported that during Well intervention in Pipeline ROW, Gas testing was overdue and no dedicated fire watch was assigned. No work stoppage was required. The team recorded the observation and completed immediate housekeeping correction.",0.0023815131,0,Low
NM_0104,Storage tank,Loading/unloading operations,A Driver fatigue screening and journey-management check were incomplete was identified during Loading/unloading operations at Storage tank. The area was corrected immediately. The observation was logged and addressed during the same shift.,0.0046507264,0,Low
NM_0560,Offshore platform,LPG bottling operations,"Near-miss observation: while performing LPG bottling operations at Offshore platform, the team found that Atmosphere not tested. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.98941237,1,Critical
NM_0736,Tank farm,Electrical maintenance,Inspection revealed Simultaneous operations were not recorded in the permit briefing during Electrical maintenance at Tank farm. All personnel were evacuated. The situation had imminent potential for fatality and was escalated immediately.,0.032103825,0,Low
NM_0641,Pipeline ROW,LPG bottling operations,"Before/during LPG bottling operations at Pipeline ROW, Spill containment missing. All personnel were evacuated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.09376163,0,Low
NM_0293,Drilling rig,Housekeeping inspection,"During routine checks at Drilling rig, Work scope had changed but the permit and job safety analysis were not revalidated was observed during Housekeeping inspection. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.009298242,0,Low
NM_0373,Drilling rig,Breaking a pressurised flange,A Excavation edge was not barricaded and underground utility mark-out was incomplete was identified during Breaking a pressurised flange at Drilling rig. The supervisor reviewed and approved continuation after correction. Work was temporarily halted pending verification of the control measure.,0.0058287894,0,Low
NM_0433,Refinery unit,Compressor troubleshooting,"During Compressor troubleshooting at Refinery unit, Drain cover was open and combustible vapour testing was not documented. Work was stopped due to potential serious injury risk. The situation had credible potential for serious injury and was escalated immediately.",0.05027619,0,Low
